Jörg Zick 	VN NN 
Astrid Stricker 	VN NN 
Özcan Kaplan 	VN NN 
Harald Szeemanns 	VN NN 
Astrid Stricker 	VN NN 
Astrid Stricker 	VN NN 
Joschka Fischer 	VN NN 
Andrea Schauff 	VN NN 
Reinhold Messner 	VN NN 
Extrembergsteiger Reinhold Messner 	TIT VN NN 
Theodor W . Adorno 	VN MIX PU NN 
Janina Meyer 	VN NN 
Jochen Seufert 	VN NN 
Janina Meyer 	VN NN 
Rolf Benz 	VN NN 
Frankfurter Hof 	TIT NN 
Joschka Fischer 	VN NN 
Ali Agca 	VN NN 
Santa Chiara 	TIT NN 
Santa Chiara 	TIT NN 
Arnold Schüller 	VN NN 
Kammer-Vizepräsident Arnold Schüller 	TIT VN NN 
Heinz-Gerhard Bull 	VN NN 
Prof . Heinz-Gerhard Bull 	TIT PU VN NN 
Kammer-Vizepräsident Schüller 	TIT NN 
Jens Birke 	VN NN 
Emile Lahud 	VN NN 
Staatspräsident Emile Lahud 	TIT VN NN 
Gerhard Schröder 	VN NN 
Bundeskanzler Gerhard Schröder 	TIT VN NN 
US-Außenministerin Rice 	TIT NN 
Condoleezza Rice 	VN NN 
US-Außenministerin Condoleezza Rice 	TIT VN NN 
George Bush 	VN NN 
US-Präsident George Bush 	TIT VN NN 
Staatschef Muammar 	TIT NN 
Donald Rumsfeld 	VN NN 
US-Verteidigungsminister Donald Rumsfeld 	TIT VN NN 
Rick Parry 	VN NN 
Club-Vorsitzenden Rick Parry 	TIT VN NN 
Monika Hohlmeier 	VN NN 
Kultusministerin Monika Hohlmeier 	TIT VN NN 
Hans Podiuk 	VN NN 
Oberbürgermeister-Kandidaten Hans Podiuk 	TIT VN NN 
Ludwig Spaenle 	VN NN 
Rasso Graber 	VN NN 
JU-Chef Rasso Graber 	TIT VN NN 
Christian Baretti 	VN NN 
Stadtrat Christian Baretti 	TIT VN NN 
Felix Magath 	VN NN 
Bayern-Trainer Magath 	TIT NN 
Co-Trainer Eichkorn 	TIT NN 
Felix Magath 	VN NN 
Champions League 	TIT NN 
Champions League 	TIT NN 
Uli Hoeneß 	VN NN 
Manager Uli Hoeneß 	TIT VN NN 
Robert Kovac 	VN NN 
Hans-Gert Pöttering 	VN NN 
Fraktionschef Hans-Gert Pöttering 	TIT VN NN 
Champions League 	TIT NN 
Wladimir Ustinow 	VN NN 
Leonid Kutschma 	VN NN 
Präsident Leonid Kutschma 	TIT VN NN 
Bernd Eichinger 	VN NN 
Markus Merk 	VN NN 
Schiedsrichter Markus Merk 	TIT VN NN 
George Baker 	VN NN 
Anthony Rogers 	VN NN 
Michael Billington 	VN NN 
James Bond 	VN NN 
Sean Connery 	VN NN 
Roger Moore 	VN NN 
John Gavin 	VN NN 
James Brolin 	VN NN 
Sean Connery 	VN NN 
Roger Moore 	VN NN 
Roger Moore 	VN NN 
Roger Moore 	VN NN 
Timothy Dalton 	VN NN 
Sean Connery 	VN NN 
Timothy Dalton 	VN NN 
Mr . Bond 	TIT PU NN 
Michael Caine 	VN NN 
Timothy Dalton 	VN NN 
Bond-Darsteller Connery 	TIT NN 
Robert Redford 	VN NN 
Richard Burton 	VN NN 
Clint Eastwood 	VN NN 
Clint Eastwood 	VN NN 
Sean Connery 	VN NN 
Siegfried Tesche 	VN NN 
James Bond 	VN NN 
Peter Struck 	VN NN 
Verteidigungsminister Peter Struck 	TIT VN NN 
Champions League 	TIT NN 
Markus Merk 	VN NN 
Schiedsrichter Markus Merk 	TIT VN NN 
Champions League 	TIT NN 
Schiedsrichter Merk 	TIT NN 
Clarence Seedorf 	VN NN 
Teamkollege Clarence Seedorf 	TIT VN NN 
Carlo Ancelotti 	VN NN 
Champions League 	TIT NN 
Michael Griffin 	VN NN 
Nasa-Direktor Michael Griffin 	TIT VN NN 
June Tabor 	VN NN 
Junichiro Koizumi 	VN NN 
Premierminister Junichiro Koizumi 	TIT VN NN 
Willy Brandt 	VN NN 
Joschka Fischer 	VN NN 
Susanne Knaul 	VN NN 
Hanna Marron 	VN NN 
Schauspielerin Hanna Marron 	TIT VN NN 
Gottfried Reinhardt 	VN NN 
Regisseur Gottfried Reinhardt 	TIT VN NN 
Steve Case 	VN NN 
AOL-Gründers Steve Case 	TIT VN NN 
Jürgen Kaube 	VN NN 
Mark Siemons 	VN NN 
Schlagersängerin Gracia 	TIT NN 
Andrea Dworkin 	VN NN 
Karen Krüger 	VN NN 
Henrike Rossbach 	VN NN 
Andreas Rossmann 	VN NN 
Thomas Wagner 	VN NN 
Vanessa Beecroft 	VN NN 
Künstlerin Vanessa Beecroft 	TIT VN NN 
Hanns-Georg Rodek 	VN NN 
Anneli Klostermeier 	VN NN 
Roy Williams 	VN NN 
Dramatiker Roy Williams 	TIT VN NN 
Peter Iden 	VN NN 
Thomas Urban 	VN NN 
Petra Steinberger 	VN NN 
Robin Detje 	VN NN 
Andrea Dworkin 	VN NN 
Harry Lachner 	VN NN 
Gerd Schröder 	VN NN 
Kultusministerin Hohlmeier 	TIT NN 
Franz Josef Strauß 	VN VN NN 
Hans Podiuk 	VN NN 
Parteichefs Hans Podiuk 	TIT VN NN 
Ludwig Spaenle 	VN NN 
Außenminister Fischer 	TIT NN 
Horst Köhler 	VN NN 
Bundespräsident Horst Köhler 	TIT VN NN 
Joschka Fischer 	VN NN 
Außenminister Joschka Fischer 	TIT VN NN 
Walter Lindner 	VN NN 
SPD-Chef Müntefering 	TIT NN 
Franz Müntefering 	VN NN 
Kanzler Schröder 	TIT NN 
Gerhard Schröder 	VN NN 
Bundeskanzler Gerhard Schröder 	TIT VN NN 
Jacques Chirac 	VN NN 
Präsident Jacques Chirac 	TIT VN NN 
Helmut Kohl 	VN NN 
Bundeskanzler Helmut Kohl 	TIT VN NN 
Joachim Bitterlich 	VN NN 
Markus Merk 	VN NN 
Schiedsrichter Markus Merk 	TIT VN NN 
Champions League 	TIT NN 
Andrej Schewtschenko 	VN NN 
Champions League 	TIT NN 
Rudi Völler 	VN NN 
Franco Carraro 	VN NN 
Champions League 	TIT NN 
Champions League 	TIT NN 
Claudio Pizarro 	VN NN 
Paolo Guerrero 	VN NN 
Mehmet Scholl 	VN NN 
Felix Magath 	VN NN 
Bayern-Trainer Felix Magath 	TIT VN NN 
Oliver Kahn 	VN NN 
Michael Ballack 	VN NN 
Robert Huth 	VN NN 
Petr Cech 	VN NN 
Gäste-Keeper Petr Cech 	TIT VN NN 
Mehmet Scholl 	VN NN 
Damien Duff 	VN NN 
Robert Kovac 	VN NN 
Heide Simonis 	VN NN 
Ministerpräsidentin Heide Simonis 	TIT VN NN 
Heide Simonis 	VN NN 
SPD-Abgeordneter Simonis 	TIT NN 
George W . Bush 	VN MIX PU NN 
US-Präsident George W . Bush 	TIT VN MIX PU NN 
Donald Rumsfeld 	VN NN 
US-Verteidigungsminister Donald Rumsfeld 	TIT VN NN 
Ministerpräsident Ibrahim 	TIT NN 
Hans Zehetmair 	VN NN 
Ratsvorsitzende Zehetmair 	TIT NN 
Finanzminister Eichel 	TIT NN 
Hans Eichel 	VN NN 
Michael Glos 	VN NN 
Landesgruppenchef Michael Glos 	TIT VN NN 
Edmund Stoiber 	VN NN 
Parteivorsitzenden Edmund Stoiber 	TIT VN NN 
Rainer Wend 	VN NN 
SPD-Wirtschaftsexperte Rainer Wend 	TIT VN NN 
Kerstin Andreae 	VN NN 
Jochim Poß 	VN NN 
Stefan Articus 	VN NN 
Bernd Schiphorst 	VN NN 
Hertha-Präsident Bernd Schiphorst 	TIT VN NN 
David Brandes 	VN NN 
Musikproduzent David Brandes 	TIT VN NN 
Karlheinz Kögel 	VN NN 
Musikproduzent Brandes 	TIT NN 
David Brandes 	VN NN 
David Brandes 	VN NN 
Produzenten David Brandes 	TIT VN NN 
Karlheinz Kögel 	VN NN 
David Brandes 	VN NN 
Außenminister Fischer 	TIT NN 
Joschka Fischer 	VN NN 
Doug Steigerwald 	VN NN 
Edelgard Bulmahn 	VN NN 
Bundesbildungsministerin Edelgard Bulmahn 	TIT VN NN 
Roland Koch 	VN NN 
Roland Koch 	VN NN 
Außenminister Fischer 	TIT NN 
Olaf Scholz 	VN NN 
Joschka Fischer 	VN NN 
Bundesaußenminister Joschka Fischer 	TIT VN NN 
Volker Neumann 	VN NN 
Lex Fischer 	VN NN 
Torsten Koop 	VN NN 
Schiedsrichter Torsten Koop 	TIT VN NN 
Torsten Koop 	VN NN 
Referee Torsten Koop 	TIT VN NN 
Peter-Michael Diestel 	VN NN 
Horst Hilpert 	VN NN 
Kontrollausschussvorsitzender Horst Hilpert 	TIT VN NN 
Horst Hilpert 	VN NN 
Torsten Koop 	VN NN 
Dominik Marks 	VN NN 
Volker Roth 	VN NN 
Dave Clark 	VN NN 
Peter Moore 	VN NN 
Rudi Assauer 	VN NN 
Manager Rudi Assauer 	TIT VN NN 
Manager Assauer 	TIT NN 
Manager Assauer 	TIT NN 
Peter Peters 	VN NN 
Geschäftsführer Peter Peters 	TIT VN NN 
Michael Huber 	VN NN 
Veltins-Geschäftsführer Michael Huber 	TIT VN NN 
Helmut Kohl 	VN NN 
Helmut Kohl 	VN NN 
Angela Merkel 	VN NN 
CDU-Vorsitzende Angela Merkel 	TIT VN NN 
Roland Koch 	VN NN 
Roman Herzog 	VN NN 
Richard Schröder 	VN NN 
Wolfgang Schäuble 	VN NN 
Heiner Geissler 	VN NN 
Norbert Blüm 	VN NN 
Hans-Peter Schwarz 	VN NN 
Historiker Hans-Peter Schwarz 	TIT VN NN 
Helmut Kohl 	VN NN 
Spanier Gonzalez 	TIT NN 
Henry Kissinger 	VN NN 
US-Außenminister Henry Kissinger 	TIT VN NN 
George W . Bush 	VN MIX PU NN 
US-Präsidenten George W . Bush 	TIT VN MIX PU NN 
Lord George Weidenfeld 	VN VN NN 
Christoph Keese 	VN NN 
Gabriele Fischer 	VN NN 
St . Gallen 	TIT PU NN 
Kardinal Ratzingers 	TIT NN 
Kofi Annan 	VN NN 
Uno-Generalsekretär Kofi Annan 	TIT VN NN 
Ronald Schmid 	VN NN 
Claudia Wachowitz 	VN NN 
Sprecherin Claudia Wachowitz 	TIT VN NN 
Innenminister Schönbohm 	TIT NN 
Gerd Gebhardt 	VN NN 
John Kennedy 	VN NN 
IFPI-Präsident John Kennedy 	TIT VN NN 
Michel Friedman 	VN NN 
Holger Pfahls 	VN NN 
Otto Schily 	VN NN 
Innenminister Otto Schily 	TIT VN NN 
Martin Winterkorn 	VN NN 
Audi-Chef Martin Winterkorn 	TIT VN NN 
Joschka Fischer 	VN NN 
Lex Fischer 	VN NN 
Michael Glos 	VN NN 
CSU-Landesgruppenchef Michael Glos 	TIT VN NN 
Olaf Scholz 	VN NN 
Champions League 	TIT NN 
Rick Parry 	VN NN 
Clubchef Rick Parry 	TIT VN NN 
Hansjörg Geiger 	VN NN 
Justizstaatssekretär Hansjörg Geiger 	TIT VN NN 
Bernhard Uzun 	VN NN 
Elke Herberger 	VN NN 
Helmut Kohl 	VN NN 
Altkanzler Helmut Kohl 	TIT VN NN 
CDU-Chefin Merkel 	TIT NN 
US-Außenminister Kissinger 	TIT NN 
Helmut Kohl 	VN NN 
Angela Merkel 	VN NN 
Henry Kissinger 	VN NN 
George W . Bush 	VN MIX PU NN 
US-Präsident George W . Bush 	TIT VN MIX PU NN 
Horst Köhler 	VN NN 
Bundespräsident Horst Köhler 	TIT VN NN 
Günter Struve 	VN NN 
Programmdirektor Günter Struve 	TIT VN NN 
Markus Brock 	VN NN 
Moderator Markus Brock 	TIT VN NN 
Jutta Speidel 	VN NN 
Günter Struve 	VN NN 
ARD-Programmdirektor Günter Struve 	TIT VN NN 
Mick Rocks 	VN NN 
Mick Rocks 	VN NN 
Mick Rock 	VN NN 
Syd Barrett 	VN NN 
Syd Barrett 	VN NN 
Syd Barrett 	VN NN 
Mick Rock 	VN NN 
Mick Ronson 	VN NN 
Mick Rock 	VN NN 
Mick Rocks 	VN NN 
Mick Rocks Kamera 	VN NN NN 
Oscar Wilde 	VN NN 
Mick Rock 	VN NN 
Tim Curry 	VN NN 
Mick Rock 	VN NN 
Mick Jagger 	VN NN 
Mick Rock 	VN NN 
Kate Moss 	VN NN 
Mick Rock 	VN NN 
Mick Rock 	VN NN 
George W . Bush 	VN MIX PU NN 
Joe Levy 	VN NN 
Gerhard Schröder 	VN NN 
Kanzler Gerhard Schröder 	TIT VN NN 
David Chu 	VN NN 
Andre Miller 	VN NN 
Baron Davis 	TIT NN 
Peter Struck 	VN NN 
Verteidigungsminister Peter Struck 	TIT VN NN 
Alfred Neven 	VN NN 
Peter Glotz 	VN NN 
Konstantin Neven 	VN NN 
Franz Müntefering 	VN NN 
SPD-Chef Franz Müntefering 	TIT VN NN 
Reinhold Robbe 	VN NN 
Kandidat Reinhold Robbe 	TIT VN NN 
Reinhold Robbe 	VN NN 
Günther Nolting 	VN NN 
Heide Simonis 	VN NN 
Klaus Uwe Benneter 	VN VN NN 
Generalsekretär Klaus Uwe Benneter 	TIT VN VN NN 
Franz Müntefering 	VN NN 
Fraktionschef Franz Müntefering 	TIT VN NN 
Champions League 	TIT NN 
Wolfgang Eichler 	VN NN 
Hansjürgen Garstka 	VN NN 
Bernhard Uzun 	VN NN 
Hansjürgen Garstka 	VN NN 
Datenschutzbeauftragte Hansjürgen Garstka 	TIT VN NN 
Gottfried Grünthal 	VN NN 
Hartmut Graßl 	VN NN 
Donald Rumsfeld 	VN NN 
Regierungschef Ibrahim 	TIT NN 
Hans Jürgen Wendel 	VN VN NN 
Rainer Westermann 	VN NN 
Greifswalder Rektor Westermann 	TIT TIT NN 
Rostocker Rektor Wendel 	TIT TIT NN 
Vanessa Beecroft 	VN NN 
Peter Fuchs 	VN NN 
Peter Fuchs 	VN NN 
Andreas Breitenstein 	VN NN 
Angela Schader 	VN NN 
Jochen Neumeyer 	VN NN 
Cecil Beaton 	VN NN 
Fotografen Cecil Beaton 	TIT VN NN 
Marilyn Monroe 	VN NN 
Mick Jagger 	VN NN 
Christian Geyer 	VN NN 
Heinrich Sahm 	VN NN 
Oberbürgermeister Heinrich Sahm 	TIT VN NN 
Robert von Lucius 	VN ZN NN 
Michael Gassmann 	VN NN 
Günter Krabbe 	VN NN 
Michael Hanfeld 	VN NN 
Nina Rehfeld 	VN NN 
Andreas Rosenfelder 	VN NN 
Andreas Rossmann 	VN NN 
Peter Sellars 	VN NN 
Oliver G . Hamm 	VN MIX PU NN 
Jeanne Rubner 	VN NN 
Claus Heinrich Meyer 	VN VN NN 
Rudi Altig 	VN NN 
Achim Achilles 	VN NN 
Ottfried Fischer 	VN NN 
Tony Blair 	VN NN 
Wolfgang Thierse 	VN NN 
Bundestagspräsident Wolfgang Thierse 	TIT VN NN 
SPD-Politiker Thierse 	TIT NN 
Christa Nickels 	VN NN 
George W . Bush 	VN MIX PU NN 
US-Präsident George W . Bush 	TIT VN MIX PU NN 
Ariel Scharon 	VN NN 
Regierungschef Ariel Scharon 	TIT VN NN 
Sean Connery 	VN NN 
James Bond 	VN NN 
Timothy Dalton 	VN NN 
Lois Maxwell 	VN NN 
Samantha Bond 	VN NN 
John Carpenter 	VN NN 
Regisseur John Carpenter 	TIT VN NN 
David Brandes 	VN NN 
Sängerin Gracia 	TIT NN 
David Brandes 	VN NN 
Brian Epstein 	VN NN 
Jürgen Meier-Beer 	VN NN 
NDR-Unterhaltungschef Jürgen Meier-Beer 	TIT VN NN 
Mr . Mexican 	TIT PU NN 
Roland Koch 	VN NN 
Ministerpräsident Roland Koch 	TIT VN NN 
Albert Einstein 	VN NN 
Pop-Ikone Einstein 	TIT NN 
Albert Einstein 	VN NN 
Albert Einstein 	VN NN 
Albert Einstein 	VN NN 
Physiker Albert Einstein 	TIT VN NN 
Alexander Scheer 	VN NN 
Schauspieler Alexander Scheer 	TIT VN NN 
Marc Ziegler 	VN NN 
Sportmediziner Marc Ziegler 	TIT VN NN 
Sportmediziner Ziegler 	TIT NN 
Sportmediziner Ziegler 	TIT NN 
Pierre Dupasquier 	VN NN 
Michelin-Sportchef Pierre Dupasquier 	TIT VN NN 
Hiroshi Yasukawa 	VN NN 
Paul Simons 	VN NN 
Paul Simons Song 	VN NN NN 
Andrew Unruh 	VN NN 
Lutz Hachmeister 	VN NN 
Oliver Fuchs 	VN NN 
Steven Patrick Morrissey 	VN VN NN 
Leander Hausmann 	VN NN 
Christian Ulmen 	VN NN 
Nora Tschirner 	VN NN 
Moderatorin Nora Tschirner 	TIT VN NN 
Detlef Detjen 	VN NN 
AGR-Sprecher Detlef Detjen 	TIT VN NN 
Hans Friedrich Thoben 	VN VN NN 
Rolf Stange 	VN NN 
Ronald Schmid 	VN NN 
Prof . Ronald Schmid 	TIT PU VN NN 
Eduard Locher 	VN NN 
Schweizer Ingenieur Eduard Locher 	TIT TIT VN NN 
Lutz Volmer 	VN NN 
Volkskundler Lutz Volmer 	TIT VN NN 
Christian Maaß 	VN NN 
Abgeordnete Christian Maaß 	TIT VN NN 
Jörg Dräger 	VN NN 
Gesundheitssenator Jörg Dräger 	TIT VN NN 
Helmut Kohl 	VN NN 
Heide Simonis 	VN NN 
Christian Maaß 	VN NN 
Abgeordnete Christian Maaß 	TIT VN NN 
Jörg Dräger 	VN NN 
Gesundheitssenator Jörg Dräger 	TIT VN NN 
Helmut Kohl 	VN NN 
Heide Simonis 	VN NN 
Rolf Kruse 	VN NN 
Bundeskanzler Kohl 	TIT NN 
Christiane Brandt 	VN NN 
Wolfgang Poggendorf 	VN NN 
Dieter Backhaus 	VN NN 
Katherine Römer 	VN NN 
Angestellte Katherine Römer 	TIT VN NN 
Mathias Nagel 	VN NN 
Betriebsrat Mathias Nagel 	TIT VN NN 
Katherine Römer 	VN NN 
Mathias Nagel 	VN NN 
Christian Maaß 	VN NN 
Abgeordnete Christian Maaß 	TIT VN NN 
Jörg Dräger 	VN NN 
Gesundheitssenator Jörg Dräger 	TIT VN NN 
Helmut Kohl 	VN NN 
Heide Simonis 	VN NN 
Rolf Kruse 	VN NN 
Bundeskanzler Kohl 	TIT NN 
Christiane Brandt 	VN NN 
Wolfgang Poggendorf 	VN NN 
Dieter Backhaus 	VN NN 
Katherine Römer 	VN NN 
Angestellte Katherine Römer 	TIT VN NN 
Mathias Nagel 	VN NN 
Betriebsrat Mathias Nagel 	TIT VN NN 
Katherine Römer 	VN NN 
Mathias Nagel 	VN NN 
Manfred Reuter 	VN NN 
Amtsleiter Manfred Reuter 	TIT VN NN 
Hans-Peter Dücker 	VN NN 
Udo Nagel 	VN NN 
Innensenator Udo Nagel 	TIT VN NN 
Senator Nagel 	TIT NN 
Wolfgang Sielaff 	VN NN 
Klaus Püschel 	VN NN 
Prof . Klaus Püschel 	TIT PU VN NN 
Jan Philipp Reemtsma 	VN VN NN 
Kathrin Fechner 	VN NN 
Wolfgang Rose 	VN NN 
Maria Mazza 	VN NN 
Maria Mazza 	VN NN 
Maria Mazza 	VN NN 
Maria Mazza 	VN NN 
Maria Mazza 	VN NN 
Maria Mazza 	VN NN 
Michael Göring 	VN NN 
Professor Michael Göring 	TIT VN NN 
Vorsitzende Richter 	TIT NN 
Otto Schily 	VN NN 
Bundesinnenminister Otto Schily 	TIT VN NN 
Niels Hansen 	VN NN 
Udo Nagel 	VN NN 
Innensenator Udo Nagel 	TIT VN NN 
Beate Böttcher 	VN NN 
Beate Böttcher 	VN NN 
St . Nikolai 	TIT PU NN 
Rudolf Feige 	VN NN 
Johannes Westendorf 	VN NN 
Prof . Johannes Westendorf 	TIT PU VN NN 
Ralf Kunz 	VN NN 
Polizeisprecher Ralf Kunz 	TIT VN NN 
Volker Okun 	VN NN 
Gerhard Fuchs 	VN NN 
Bezirksamtsleiter Gerhard Fuchs 	TIT VN NN 
Frank Schmidt 	VN NN 
Hildegund Bauer 	VN NN 
Klaus Peter Hesse 	VN VN NN 
Verkehrsexperten Klaus Peter Hesse 	TIT VN VN NN 
Birgit Enke 	VN NN 
Susanne Freese 	VN NN 
Susanne Freese 	VN NN 
Susanne Freese 	VN NN 
Susanne Freese 	VN NN 
Susanne Freese 	VN NN 
Susanne Freese 	VN NN 
Susanne Freese 	VN NN 
Susanne Freese 	VN NN 
Manfred Dankert 	VN NN 
Manfred Dankert 	VN NN 
Erich Loose 	VN NN 
Erich Loose 	VN NN 
Manfred Dankert 	VN NN 
Erich Loose 	VN NN 
Gitta Meyer 	VN NN 
Gewerkschaftssekretärin Gitta Meyer 	TIT VN NN 
Elisabeth Zahn 	VN NN 
Matthias Haak 	VN NN 
Holger Weißmann 	VN NN 
Elisabeth Zahn 	VN NN 
Pastor Haak 	VN NN 
Tobias Wriedt 	VN NN 
Pastor Haak 	VN NN 
Klaus Hempel 	VN NN 
Prof . Klaus Hempel 	TIT PU VN NN 
Uli Timm 	VN NN 
Rainer Winter 	VN NN 
Karin Wiedemann 	VN NN 
Uwe Stephenson 	VN NN 
Uwe Stephenson 	VN NN 
Uwe Stephenson 	VN NN 
Brigitte Stein 	VN NN 
Ulla Thiele 	VN NN 
Frank Bloch 	VN NN 
Andrea Nagel 	VN NN 
Svenja Klotz 	VN NN 
Janina Horn 	VN NN 
Laura Hilger 	VN NN 
Wiebke Ahlers 	VN NN 
Nadine Niedermeyer 	VN NN 
Anna Wiebke Schulz 	VN VN NN 
Rainer Fischer 	VN NN 
Klaus Gehrmann 	VN NN 
Trainer Klaus Gehrmann 	TIT VN NN 
Steffi Fleischmann 	VN NN 
Grit Lindemann 	VN NN 
Claudia Burmeister 	VN NN 
Katrin Niemeier 	VN NN 
Britta Möller 	VN NN 
Dörte Möller 	VN NN 
Melanie Kröger 	VN NN 
Sven Baumann 	VN NN 
Philipp Ruge 	VN NN 
Kai Richter 	VN NN 
Außenspieler Kai Richter 	TIT VN NN 
Hans Melzer 	VN NN 
Bundestrainer Hans Melzer 	TIT VN NN 
Adrian Haase 	VN NN 
Arne Linke 	VN NN 
Stefan Paetz 	VN NN 
Gunter Armonat 	VN NN 
Landrat Gunter Armonat 	TIT VN NN 
Kreis Stade 	VN NN 
Bernd Bauer 	VN NN 
Kerstin Hintz 	VN NN 
Wolf Hartmut Weber 	VN VN NN 
Kommunalpolitikers Wolf Hartmut Weber 	TIT VN VN NN 
Wolf Hartmut Weber 	VN VN NN 
Andreas Schäfer 	VN NN 
Andreas Schäfer 	VN NN 
Andreas Göhring 	VN NN 
Manfred Schulz 	VN NN 
SPD-Politikers Manfred Schulz 	TIT VN NN 
Manfred Schulz 	VN NN 
Bürgermeister Böhme 	TIT NN 
Bürgermeister Böhme 	TIT NN 
Bürgermeister Böhme 	TIT NN 
Volker Okun 	VN NN 
Bürgerschaftsabgeordneten Volker Okun 	TIT VN NN 
Ernst Hornung 	VN NN 
Helga Stöver 	VN NN 
Enno Stöver 	VN NN 
Fritz Bultmann 	VN NN 
Martin Janz 	VN NN 
Prof . Martin Janz 	TIT PU VN NN 
Julia Thelen 	VN NN 
Richterin Julia Thelen 	TIT VN NN 
Kreis Stade 	VN NN 
Jan Christoph Amelung 	VN VN NN 
Jana Veh 	VN NN 
Udo Krapf 	VN NN 
Maximilian Herget 	VN NN 
Maximilian Herget 	VN NN 
Maximilian Herget 	VN NN 
Bernd Lehmann 	VN NN 
Sebastian Beyer 	VN NN 
Karsten Frommann 	VN NN 
Stephanie Frommann 	VN NN 
Kerstin Beyer 	VN NN 
Inga Lund 	VN NN 
Corinna Neumann 	VN NN 
Ina Heitmann 	VN NN 
Anna Haun 	VN NN 
Susann Thiele 	VN NN 
Jenny Hacker 	VN NN 
Ralf Zumdick 	VN NN 
Horst Lüders 	VN NN 
Manager Horst Lüders 	TIT VN NN 
Andreas Roloff 	VN NN 
Trainer Andreas Roloff 	TIT VN NN 
Arne Birkner 	VN NN 
Trainer Arne Birkner 	TIT VN NN 
Otto Geise 	VN NN 
Otto Geise 	VN NN 
Vanessa Lewin 	VN NN 
Gunda Wiebusch 	VN NN 
Gunda Wiebusch 	VN NN 
Gunda Wiebusch 	VN NN 
Jürgen Schulz 	VN NN 
Thomas Bosse 	VN NN 
Michaela Merten 	VN NN 
Michaela Merten 	VN NN 
Michaela Mertens 	VN NN 
Thomas Bosse 	VN NN 
Tatjana Kasper 	VN NN 
Christiane Petersen 	VN NN 
Ärztin Christiane Petersen 	TIT VN NN 
Irene Brockmann 	VN NN 
Tatjana Kasper 	VN NN 
Tatjana Kasper 	VN NN 
Sigrid Krüger 	VN NN 
Uwe Voss 	VN NN 
Kreisgeschäftsführer Uwe Voss 	TIT VN NN 
Jens-Peter Timm 	VN NN 
Karin Stein 	VN NN 
Hanns Eisler 	VN NN 
Werner Richard Heymann 	VN VN NN 
Bernhard Tuchel 	VN NN 
Günter Meier 	VN NN 
Eva Stoltenberg 	VN NN 
Tim Böge 	VN NN 
Mirko Heyer 	VN NN 
Susanne Krehl 	VN NN 
Jan Schmidt 	VN NN 
Kathy Brüning 	VN NN 
Leslie Harrington 	VN NN 
Renate Wölk 	VN NN 
Renate Wölk 	VN NN 
Leslie Harrington 	VN NN 
Janina Gies 	VN NN 
Michelle Klebe 	VN NN 
Janina Gies 	VN NN 
Marco Prey 	VN NN 
Marco Prey 	VN NN 
Sarah Gampe 	VN NN 
Juliane Pohl 	VN NN 
Inga Fuhrmann 	VN NN 
Kathrin Weiler 	VN NN 
Jens Scheunemann 	VN NN 
Trainer Jens Scheunemann 	TIT VN NN 
Nadine Wrage 	VN NN 
Jens Scheunemann 	VN NN 
Thomas Kahlert 	VN NN 
Ralf Bohnsack 	VN NN 
Hartmut Porth 	VN NN 
Rüdiger Schäfer 	VN NN 
Vereinschef Rüdiger Schäfer 	TIT VN NN 
Andreas Schulz 	VN NN 
Uwe Schmidt 	VN NN 
Matthias Wermke 	VN NN 
Hendrik Peters 	VN NN 
FFC-Trainer Hendrik Peters 	TIT VN NN 
Simon Speth 	VN NN 
Matthias Krüger 	VN NN 
Stefan Pingel 	VN NN 
Christian Möck 	VN NN 
Stefan Pingel 	VN NN 
Maximilian Löw 	VN NN 
Simon Winter 	VN NN 
Christine Köhn 	VN NN 
Jana Liesegang 	VN NN 
Kristin Borchers 	VN NN 
Maximilian Löw 	VN NN 
Lennart Jakobs 	VN NN 
Felix Thomsen 	VN NN 
Jan Reimann 	VN NN 
Hendrik Eisenhut 	VN NN 
Hendrik Böttcher 	VN NN 
Oliver Lenz 	VN NN 
Patrick Lamm 	VN NN 
Birger Scholz 	VN NN 
Christoph Schütz 	VN NN 
Malte Pohlmann 	VN NN 
Jörg Brück 	VN NN 
Achim Nawrath 	VN NN 
Christian Fey 	VN NN 
Andreas Lund 	VN NN 
Malte Riehl 	VN NN 
Jörg Kunz 	VN NN 
Dietmar Kühl 	VN NN 
Ines Strehlau 	VN NN 
Grünen-Fraktionschefin Ines Strehlau 	TIT VN NN 
Helmuth Jahnke 	VN NN 
SPD-Fraktionschef Helmuth Jahnke 	TIT VN NN 
Wolfgang Grimme 	VN NN 
Landrat Wolfgang Grimme 	TIT VN NN 
Stadtwerkedirektor Henning 	TIT NN 
Hans-Helmut Birke 	VN NN 
Fraktionschef Hans-Helmut Birke 	TIT VN NN 
Karin Reschke 	VN NN 
Elternvertreterin Karin Reschke 	TIT VN NN 
Karin Reschke 	VN NN 
Karin Reschke 	VN NN 
Anke Schmelzer 	VN NN 
Niels Schmidt 	VN NN 
Bürgermeister Niels Schmidt 	TIT VN NN 
Fritz Tietgen 	VN NN 
Johannes Tietgen 	VN NN 
Johannes Tietgen 	VN NN 
Firmenchef Johannes Tietgen 	TIT VN NN 
Heide Simonis 	VN NN 
Ministerpräsidentin Heide Simonis 	TIT VN NN 
Simone Eckert 	VN NN 
Johann Sebastian Bach 	VN VN NN 
Arne Weber 	VN NN 
Bauunternehmer Arne Weber 	TIT VN NN 
Dr . Schaal 	TIT PU NN 
